BUS_TYPE,DRUG_NAME,BUYERS,TOTAL_GRAMS
MID-LEVEL PRACTITIONERS,COCAINE,2.0,3.65
MID-LEVEL PRACTITIONERS,CODEINE,277.0,1817.9599999999998
MID-LEVEL PRACTITIONERS,DIHYDROCODEINE,278.0,456.84000000000003
MID-LEVEL PRACTITIONERS,FENTANYL BASE,59.0,9.729999999999999
MID-LEVEL PRACTITIONERS,HYDROCODONE,2510.0,7450.4299999999985
MID-LEVEL PRACTITIONERS,HYDROMORPHONE,21.0,1.0899999999999999
MID-LEVEL PRACTITIONERS,MEPERIDINE (PETHIDINE),70.0,130.91
MID-LEVEL PRACTITIONERS,METHYLPHENIDATE,2.0,14.66
MID-LEVEL PRACTITIONERS,MORPHINE,500.0,306.47
MID-LEVEL PRACTITIONERS,OXYCODONE,5.0,16.09
MID-LEVEL PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),815.0,2821570.750000001
NARCOTIC TREATMENT PROGRAMS,BUPRENORPHINE,135.0,2252.2400000000002
NARCOTIC TREATMENT PROGRAMS,FENTANYL BASE,2.0,0.07
NARCOTIC TREATMENT PROGRAMS,MEPERIDINE (PETHIDINE),1.0,1.74
NARCOTIC TREATMENT PROGRAMS,METHADONE,1075.0,7345622.82
NARCOTIC TREATMENT PROGRAMS,METHYLPHENIDATE,2.0,13.030000000000001
NARCOTIC TREATMENT PROGRAMS,MORPHINE,1.0,6.01
NARCOTIC TREATMENT PROGRAMS,NALOXONE,119.0,479.88
NARCOTIC TREATMENT PROGRAMS,OXYCODONE,1.0,2.68
PHARMACIES,ALFENTANIL,58.0,16.11
PHARMACIES,AMOBARBITAL (SCHEDULE 2),6.0,150.27999999999997
PHARMACIES,AMPHETAMINE,57207.0,7749293.02
PHARMACIES,BUPRENORPHINE,28135.0,268402.69
PHARMACIES,BUTALBITAL,44229.0,2925659.6
PHARMACIES,COCAINE,576.0,3704.3300000000004
PHARMACIES,CODEINE,61074.0,16955443.53
PHARMACIES,D-METHAMPHETAMINE,2810.0,14461.37
PHARMACIES,DEXTROPROPOXYPHENE,4.0,1845.3000000000002
PHARMACIES,DIHYDROCODEINE,17315.0,154063.83999999994
PHARMACIES,FENTANYL BASE,57327.0,380129.79000000004
PHARMACIES,GAMMA HYDROXYBUTYRIC ACID,2.0,12264395.1
PHARMACIES,HYDROCODONE,62082.0,28229628.27
PHARMACIES,HYDROMORPHONE,46915.0,694391.8499999999
PHARMACIES,LEVORPHANOL,2356.0,2525.4700000000003
PHARMACIES,MEPERIDINE (PETHIDINE),40378.0,2530510.5500000003
PHARMACIES,METHADONE,49960.0,5986487.909999999
PHARMACIES,METHYLPHENIDATE,58336.0,15895770.18
PHARMACIES,MORPHINE,56643.0,14679305.26
PHARMACIES,NABILONE,207.0,14.520000000000001
PHARMACIES,NALOXONE,23148.0,54075.479999999996
PHARMACIES,OPIUM POWDERED,5709.0,23032.84
PHARMACIES,OXYCODONE,59121.0,34632256.11000001
PHARMACIES,OXYMORPHONE,11560.0,57722.079999999994
PHARMACIES,PENTOBARBITAL (SCHEDULE 2),243.0,11206.199999999999
PHARMACIES,REMIFENTANIL,40.0,10.179999999999998
PHARMACIES,SECOBARBITAL (SCHEDULE 2),1170.0,27563.57
PHARMACIES,SUFENTANIL BASE,73.0,50.660000000000004
PRACTITIONERS,ALFENTANIL,160.0,43.22
PRACTITIONERS,AMOBARBITAL (SCHEDULE 2),1.0,0.91
PRACTITIONERS,AMPHETAMINE,175.0,2985.12
PRACTITIONERS,BUPRENORPHINE,3688.0,5727.280000000002
PRACTITIONERS,BUTALBITAL,144.0,4404.15
PRACTITIONERS,COCAINE,814.0,4467.74
PRACTITIONERS,CODEINE,8511.0,213727.25999999998
PRACTITIONERS,D-METHAMPHETAMINE,8.0,37.480000000000004
PRACTITIONERS,DIHYDROCODEINE,4605.0,9557.85
PRACTITIONERS,ECGONINE,1.0,0.03
PRACTITIONERS,FENTANYL BASE,8795.0,2417.69
PRACTITIONERS,GAMMA HYDROXYBUTYRIC ACID,6.0,22291.16
PRACTITIONERS,HYDROCODONE,46002.0,376082.6399999999
PRACTITIONERS,HYDROMORPHONE,3162.0,4006.9100000000003
PRACTITIONERS,KETAMINE,1.0,43.35
PRACTITIONERS,MEPERIDINE (PETHIDINE),6513.0,107638.7
PRACTITIONERS,METHADONE,111.0,51046.42
PRACTITIONERS,METHYLPHENIDATE,167.0,4255.16
PRACTITIONERS,MORPHINE,8782.0,36843.81
PRACTITIONERS,NABILONE,1.0,2.3
PRACTITIONERS,NALOXONE,350.0,1041.66
PRACTITIONERS,OPIUM POWDERED,108.0,205.92000000000002
PRACTITIONERS,OXYCODONE,1423.0,131248.77000000002
PRACTITIONERS,OXYMORPHONE,117.0,22.769999999999996
PRACTITIONERS,PAREGORIC/OPIUM,14.0,134.85
PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),6185.0,7585465.140000001
PRACTITIONERS,REMIFENTANIL,172.0,17.27
PRACTITIONERS,SECOBARBITAL (SCHEDULE 2),6.0,45.95
PRACTITIONERS,SUFENTANIL BASE,3.0,0.15
PRACTITIONERS,"TETRAHYDROCANNABINOL,SYNTHETIC",1.0,2.03
TEACHING INSTITUTIONS,14-HYDROXYCODEINONE,1.0,0.04
TEACHING INSTITUTIONS,ALFENTANIL,1.0,0.01
TEACHING INSTITUTIONS,AMOBARBITAL (SCHEDULE 2),1.0,0.09
TEACHING INSTITUTIONS,AMPHETAMINE,10.0,2134.04
TEACHING INSTITUTIONS,BUPRENORPHINE,15.0,7.160000000000001
TEACHING INSTITUTIONS,BUTALBITAL,2.0,30.0
TEACHING INSTITUTIONS,COCAINE,4.0,15.16
TEACHING INSTITUTIONS,CODEINE,8.0,427.15
TEACHING INSTITUTIONS,D-METHAMPHETAMINE,4.0,16.04
TEACHING INSTITUTIONS,DIHYDROCODEINE,1.0,0.32
TEACHING INSTITUTIONS,FENTANYL BASE,19.0,15.43
TEACHING INSTITUTIONS,HYDROCODONE,10.0,391.21999999999997
TEACHING INSTITUTIONS,HYDROMORPHONE,5.0,42.09
TEACHING INSTITUTIONS,MEPERIDINE (PETHIDINE),6.0,57.01
TEACHING INSTITUTIONS,METHADONE,4.0,8.839999999999998
TEACHING INSTITUTIONS,METHYLPHENIDATE,5.0,789.5099999999999
TEACHING INSTITUTIONS,MORPHINE,15.0,170.74
TEACHING INSTITUTIONS,NALOXONE,1.0,0.48
TEACHING INSTITUTIONS,OXYCODONE,4.0,233.81
TEACHING INSTITUTIONS,OXYMORPHONE,1.0,0.17
TEACHING INSTITUTIONS,PENTOBARBITAL (SCHEDULE 2),34.0,18884.309999999998
TEACHING INSTITUTIONS,REMIFENTANIL,1.0,0.03
TEACHING INSTITUTIONS,THEBAINE,1.0,100.0
