BUS_TYPE,DRUG_NAME,BUYERS,TOTAL_GRAMS
MID-LEVEL PRACTITIONERS,FENTANYL BASE,1393.0,69.44000000000001
MID-LEVEL PRACTITIONERS,HYDROCODONE,36.0,794.27
MID-LEVEL PRACTITIONERS,HYDROMORPHONE,116.0,50.690000000000005
MID-LEVEL PRACTITIONERS,MEPERIDINE (PETHIDINE),30.0,87.69999999999999
MID-LEVEL PRACTITIONERS,METHADONE,7.0,359.72999999999996
MID-LEVEL PRACTITIONERS,METHYLPHENIDATE (DL;D;L;ISOMERS),1.0,0.86
MID-LEVEL PRACTITIONERS,MORPHINE,936.0,1107.84
MID-LEVEL PRACTITIONERS,NOROXYMORPHONE,1.0,2.12
MID-LEVEL PRACTITIONERS,OXYCODONE,11.0,2115.3900000000003
MID-LEVEL PRACTITIONERS,OXYMORPHONE,3.0,13.92
MID-LEVEL PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),664.0,827317.76
MID-LEVEL PRACTITIONERS,REMIFENTANIL,1.0,0.04
MID-LEVEL PRACTITIONERS,TAPENTADOL,2.0,110.0
NARCOTIC TREATMENT PROGRAMS,BUPRENORPHINE,683.0,66055.52
NARCOTIC TREATMENT PROGRAMS,CODEINE,1.0,22.1
NARCOTIC TREATMENT PROGRAMS,HYDROMORPHONE,1.0,1.24
NARCOTIC TREATMENT PROGRAMS,MEPERIDINE (PETHIDINE),1.0,435.75
NARCOTIC TREATMENT PROGRAMS,METHADONE,1495.0,11686564.97
NARCOTIC TREATMENT PROGRAMS,PENTOBARBITAL (SCHEDULE 2),1.0,2.28
PHARMACIES,ALFENTANIL,43.0,11.889999999999999
PHARMACIES,AMOBARBITAL (SCHEDULE 2),2.0,0.92
PHARMACIES,AMPHETAMINE,64254.0,20407502.78
PHARMACIES,BARBITURIC ACID DERIVIATIVE OR SALT [PER 21C,18623.0,596769.0
PHARMACIES,BUPRENORPHINE,59274.0,3179903.9
PHARMACIES,BUTALBITAL,24330.0,847360.0
PHARMACIES,COCAINE,206.0,1408.7099999999998
PHARMACIES,CODEINE,65917.0,15427479.770000001
PHARMACIES,D-METHAMPHETAMINE,121.0,469.96000000000004
PHARMACIES,DIHYDROCODEINE,4215.0,27742.26
PHARMACIES,DL-METHAMPHETAMINE RACEMIC BASE,1944.0,6893.35
PHARMACIES,DRONABINOL IN AN ORAL SOLUTION IN FDA APPR,191.0,341.25
PHARMACIES,ETORPHINE,1.0,57.0
PHARMACIES,FENTANYL BASE,60607.0,285983.99
PHARMACIES,GAMMA HYDROXYBUTYRIC ACID(FDA,2012.0,1.0
PHARMACIES,HYDROCODONE,66146.0,25666888.32
PHARMACIES,HYDROMORPHONE,57230.0,1170251.33
PHARMACIES,LEVORPHANOL,1642.0,3804.8399999999997
PHARMACIES,LISDEXAMFETAMINE,59765.0,9592434.04
PHARMACIES,MEPERIDINE (PETHIDINE),19735.0,451854.54000000004
PHARMACIES,METHADONE,50318.0,2740641.37
PHARMACIES,METHYLPHENIDATE (DL;D;L;ISOMERS),63671.0,17701935.45
PHARMACIES,MORPHINE,61951.0,15050790.729999999
PHARMACIES,NABILONE,65.0,13.750000000000002
PHARMACIES,NOROXYMORPHONE,7.0,12.41
PHARMACIES,OPIUM COMBINATION PRODUCT (C-III),1639.0,1136.7199999999998
PHARMACIES,OPIUM POWDERED,4044.0,10634.4
PHARMACIES,OPIUM TINCTURE (LAUDANUM),74.0,290.61
PHARMACIES,OXYCODONE,65710.0,46519135.419999994
PHARMACIES,OXYMORPHONE,35318.0,1099737.73
PHARMACIES,PENTOBARBITAL (SCHEDULE 2),9.0,880.92
PHARMACIES,REMIFENTANIL,79.0,8.979999999999999
PHARMACIES,SECOBARBITAL (SCHEDULE 2),267.0,10024.82
PHARMACIES,SUFENTANIL BASE,62.0,125.71000000000001
PHARMACIES,TAPENTADOL,41713.0,5496988.0
PRACTITIONERS,ALFENTANIL,207.0,61.519999999999996
PRACTITIONERS,AMPHETAMINE,65.0,1918.92
PRACTITIONERS,BARBITURIC ACID DERIVIATIVE OR SALT [PER 21C,6.0,93.5
PRACTITIONERS,BUPRENORPHINE,24561.0,7584.700000000001
PRACTITIONERS,BUTALBITAL,3.0,255.0
PRACTITIONERS,COCAINE,571.0,2663.2299999999996
PRACTITIONERS,CODEINE,6518.0,147102.18000000005
PRACTITIONERS,D-METHAMPHETAMINE,6.0,16.39
PRACTITIONERS,DIHYDROCODEINE,1479.0,2168.02
PRACTITIONERS,FENTANYL BASE,18046.0,2144.35
PRACTITIONERS,GAMMA HYDROXYBUTYRIC ACID(FDA APPROVED,10.0,27343.859999999997
PRACTITIONERS,HYDROCODONE,11935.0,57192.330000000016
PRACTITIONERS,HYDROMORPHONE,12956.0,7754.960000000002
PRACTITIONERS,LEVORPHANOL,1.0,0.35
PRACTITIONERS,LISDEXAMFETAMINE,49.0,1195.2600000000002
PRACTITIONERS,MEPERIDINE (PETHIDINE),4768.0,39600.259999999995
PRACTITIONERS,METHADONE,595.0,2083.9900000000002
PRACTITIONERS,METHYLPHENIDATE (DL;D;L;ISOMERS),37.0,2113.2000000000003
PRACTITIONERS,MORPHINE,8494.0,20123.59
PRACTITIONERS,NOROXYMORPHONE,88.0,720.1300000000001
PRACTITIONERS,OPIUM POWDERED,136.0,419.75999999999993
PRACTITIONERS,OXYCODONE,1986.0,30172.07
PRACTITIONERS,OXYMORPHONE,266.0,559.86
PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),7612.0,6005685.79
PRACTITIONERS,REMIFENTANIL,481.0,41.06
PRACTITIONERS,SUFENTANIL BASE,149.0,6.289999999999998
PRACTITIONERS,TAPENTADOL,22.0,907.5
PRACTITIONERS,THEBAINE,1.0,25.0
TEACHING INSTITUTIONS,AMPHETAMINE,2.0,2.2
TEACHING INSTITUTIONS,BUPRENORPHINE,64.0,7.989999999999998
TEACHING INSTITUTIONS,COCAINE,3.0,3.1
TEACHING INSTITUTIONS,CODEINE,5.0,2220.08
TEACHING INSTITUTIONS,D-METHAMPHETAMINE,2.0,8.04
TEACHING INSTITUTIONS,FENTANYL BASE,26.0,15.8
TEACHING INSTITUTIONS,HYDROCODONE,8.0,123.81
TEACHING INSTITUTIONS,HYDROMORPHONE,24.0,50.89
TEACHING INSTITUTIONS,MEPERIDINE (PETHIDINE),3.0,3.8100000000000005
TEACHING INSTITUTIONS,METHADONE,8.0,128.33
TEACHING INSTITUTIONS,METHYLPHENIDATE (DL;D;L;ISOMERS),1.0,0.43
TEACHING INSTITUTIONS,MORPHINE,18.0,133.81
TEACHING INSTITUTIONS,OXYCODONE,1.0,0.45
TEACHING INSTITUTIONS,OXYMORPHONE,3.0,0.54
TEACHING INSTITUTIONS,PENTOBARBITAL (SCHEDULE 2),20.0,48702.68
TEACHING INSTITUTIONS,REMIFENTANIL,5.0,0.25
TEACHING INSTITUTIONS,SUFENTANIL BASE,1.0,0.02
