BUS_TYPE,DRUG_NAME,BUYERS,TOTAL_GRAMS
PHARMACIES,MORPHINE,62481.0,17287250.61
PHARMACIES,NABILONE,79.0,18.3
PHARMACIES,NOROXYMORPHONE,2.0,4.77
PHARMACIES,OPIUM POWDERED,4211.0,12119.400000000001
PHARMACIES,OPIUM TINCTURE (LAUDANUM),132.0,687.86
PHARMACIES,OXYCODONE,66283.0,52050579.26000001
PHARMACIES,OXYMORPHONE,39317.0,1548716.0399999998
PHARMACIES,PENTOBARBITAL (SCHEDULE 2),6.0,591.9599999999999
PHARMACIES,REMIFENTANIL,72.0,9.299999999999999
PHARMACIES,SECOBARBITAL (SCHEDULE 2),283.0,9063.52
PHARMACIES,SUFENTANIL BASE,71.0,106.66000000000001
PHARMACIES,TAPENTADOL,43658.0,6129817.5
PRACTITIONERS,ALFENTANIL,201.0,59.129999999999995
PRACTITIONERS,AMPHETAMINE,83.0,2223.8100000000004
PRACTITIONERS,BARBITURIC ACID DERIVIATIVE OR SALT [PER 21C,1.0,2.0
PRACTITIONERS,BUPRENORPHINE,24123.0,6898.7300000000005
PRACTITIONERS,BUTALBITAL,15.0,410.0
PRACTITIONERS,COCAINE,676.0,3009.7400000000002
PRACTITIONERS,CODEINE,4202.0,117093.58
PRACTITIONERS,D-METHAMPHETAMINE,3.0,4.18
PRACTITIONERS,DIHYDROCODEINE,1900.0,5543.030000000001
PRACTITIONERS,FENTANYL BASE,17994.0,2573.95
PRACTITIONERS,GAMMA HYDROXYBUTYRIC ACID(FDA APPROVED,13.0,43822.85
PRACTITIONERS,HYDROCODONE,12210.0,69672.1
PRACTITIONERS,HYDROMORPHONE,12630.0,7952.32
PRACTITIONERS,LISDEXAMFETAMINE,18.0,1439.87
PRACTITIONERS,MEPERIDINE (PETHIDINE),5010.0,44185.26000000001
PRACTITIONERS,METHADONE,502.0,2244.6099999999997
PRACTITIONERS,METHYLPHENIDATE (DL;D;L;ISOMERS),32.0,1658.68
PRACTITIONERS,MORPHINE,8940.0,23782.920000000002
PRACTITIONERS,NOROXYMORPHONE,145.0,968.55
PRACTITIONERS,OPIUM POWDERED,113.0,371.52000000000004
PRACTITIONERS,OXYCODONE,1968.0,77390.74999999999
PRACTITIONERS,OXYMORPHONE,417.0,1149.4
PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),6315.0,5384783.130000001
PRACTITIONERS,REMIFENTANIL,511.0,43.23999999999999
PRACTITIONERS,SUFENTANIL BASE,87.0,7.059999999999999
PRACTITIONERS,TAPENTADOL,23.0,1474.6
TEACHING INSTITUTIONS,AMPHETAMINE,1.0,0.73
TEACHING INSTITUTIONS,BUPRENORPHINE,64.0,6.65
TEACHING INSTITUTIONS,COCAINE,2.0,1.18
TEACHING INSTITUTIONS,CODEINE,6.0,1343.24
TEACHING INSTITUTIONS,D-METHAMPHETAMINE,3.0,4.18
TEACHING INSTITUTIONS,FENTANYL BASE,27.0,16.34
TEACHING INSTITUTIONS,HYDROCODONE,7.0,92.98
TEACHING INSTITUTIONS,HYDROMORPHONE,28.0,47.39
TEACHING INSTITUTIONS,MEPERIDINE (PETHIDINE),3.0,15.25
TEACHING INSTITUTIONS,METHADONE,6.0,150.17
TEACHING INSTITUTIONS,METHYLPHENIDATE (DL;D;L;ISOMERS),5.0,18.33
TEACHING INSTITUTIONS,MORPHINE,23.0,149.14
TEACHING INSTITUTIONS,OXYCODONE,1.0,1.34
TEACHING INSTITUTIONS,OXYMORPHONE,3.0,1.8599999999999999
TEACHING INSTITUTIONS,PENTOBARBITAL (SCHEDULE 2),17.0,42051.08
TEACHING INSTITUTIONS,REMIFENTANIL,6.0,0.23
TEACHING INSTITUTIONS,SUFENTANIL BASE,1.0,0.0
