BUS_TYPE,DRUG_NAME,BUYERS,TOTAL_GRAMS
PHARMACIES,HYDROMORPHONE,53987.0,1108530.8800000001
PHARMACIES,LEVORPHANOL,267.0,435.04999999999995
PHARMACIES,LISDEXAMFETAMINE,54552.0,5613794.649999999
PHARMACIES,MEPERIDINE (PETHIDINE),35453.0,1502483.4300000002
PHARMACIES,METHADONE,52298.0,6068686.4799999995
PHARMACIES,METHYLPHENIDATE,60454.0,17242431.929999996
PHARMACIES,MORPHINE,59267.0,19575636.37
PHARMACIES,NABILONE,345.0,52.44
PHARMACIES,OPIUM POWDERED,4317.0,14549.760000000002
PHARMACIES,OXYCODONE,61685.0,59663374.14
PHARMACIES,OXYMORPHONE,36944.0,1341142.2899999998
PHARMACIES,PENTOBARBITAL (SCHEDULE 2),168.0,5415.16
PHARMACIES,REMIFENTANIL,80.0,11.059999999999999
PHARMACIES,SECOBARBITAL (SCHEDULE 2),810.0,20617.18
PHARMACIES,SUFENTANIL BASE,140.0,67.81
PHARMACIES,TAPENTADOL,39760.0,2933576.88
PHARMACIES,ZOLPIDEM,126.0,7917.0199999999995
PRACTITIONERS,ALFENTANIL,219.0,61.660000000000004
PRACTITIONERS,AMPHETAMINE,191.0,6318.73
PRACTITIONERS,BUPRENORPHINE,20765.0,22771.43
PRACTITIONERS,BUTALBITAL,103.0,2127.5
PRACTITIONERS,COCAINE,720.0,3671.3300000000004
PRACTITIONERS,CODEINE,4080.0,112470.92000000001
PRACTITIONERS,CONCENTRATE OF POPPY STRAW,1.0,0.12
PRACTITIONERS,D-METHAMPHETAMINE,10.0,43.65
PRACTITIONERS,DIHYDROCODEINE,5373.0,2268.63
PRACTITIONERS,ECGONINE,1.0,0.15
PRACTITIONERS,ETHYLMORPHINE,1.0,0.01
PRACTITIONERS,FENTANYL BASE,14862.0,2896.71
PRACTITIONERS,GAMMA HYDROXYBUTYRIC ACID(FDA APPROVED,29.0,71555.56999999999
PRACTITIONERS,HYDROCODONE,31680.0,352466.62
PRACTITIONERS,HYDROMORPHONE,6693.0,6358.8099999999995
PRACTITIONERS,LEVORPHANOL,1.0,1.4
PRACTITIONERS,LISDEXAMFETAMINE,124.0,3256.6800000000003
PRACTITIONERS,MEPERIDINE (PETHIDINE),6754.0,83184.93999999997
PRACTITIONERS,METHADONE,312.0,25182.630000000005
PRACTITIONERS,METHYLPHENIDATE,163.0,6104.040000000001
PRACTITIONERS,MORPHINE,10900.0,57910.14000000001
PRACTITIONERS,NABILONE,3.0,0.21000000000000002
PRACTITIONERS,OPIUM POWDERED,84.0,169.92
PRACTITIONERS,OXYCODONE,2400.0,1219270.93
PRACTITIONERS,OXYMORPHONE,334.0,2122.5999999999995
PRACTITIONERS,PAREGORIC/OPIUM,5.0,17.04
PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),6148.0,6613447.360000001
PRACTITIONERS,PHENCYCLIDINE (PCP),2.0,3.3899999999999997
PRACTITIONERS,PHENDIMETRAZINE,15.0,357.4
PRACTITIONERS,REMIFENTANIL,365.0,29.34
PRACTITIONERS,SECOBARBITAL (SCHEDULE 2),1.0,9.16
PRACTITIONERS,SUFENTANIL BASE,137.0,7.07
PRACTITIONERS,TAPENTADOL,193.0,29292.470000000005
PRACTITIONERS,ZOLPIDEM,1.0,0.4
TEACHING INSTITUTIONS,ALFENTANIL,1.0,0.01
TEACHING INSTITUTIONS,AMPHETAMINE,5.0,288.64
TEACHING INSTITUTIONS,BUPRENORPHINE,65.0,9.03
TEACHING INSTITUTIONS,COCAINE,5.0,14.39
TEACHING INSTITUTIONS,CODEINE,9.0,237.83000000000004
TEACHING INSTITUTIONS,D-METHAMPHETAMINE,6.0,40.5
TEACHING INSTITUTIONS,FENTANYL BASE,25.0,24.61
TEACHING INSTITUTIONS,HYDROCODONE,15.0,545.35
TEACHING INSTITUTIONS,HYDROMORPHONE,13.0,39.239999999999995
TEACHING INSTITUTIONS,LISDEXAMFETAMINE,1.0,115.62
TEACHING INSTITUTIONS,MEPERIDINE (PETHIDINE),6.0,17.880000000000003
TEACHING INSTITUTIONS,METHADONE,5.0,72.89
TEACHING INSTITUTIONS,METHYLPHENIDATE,4.0,146.39000000000001
TEACHING INSTITUTIONS,MORPHINE,23.0,156.02
TEACHING INSTITUTIONS,OXYCODONE,2.0,12.549999999999999
TEACHING INSTITUTIONS,OXYMORPHONE,5.0,1.84
TEACHING INSTITUTIONS,PENTOBARBITAL (SCHEDULE 2),31.0,69350.44999999998
TEACHING INSTITUTIONS,PHENCYCLIDINE (PCP),2.0,0.9099999999999999
TEACHING INSTITUTIONS,REMIFENTANIL,5.0,0.17
TEACHING INSTITUTIONS,SUFENTANIL BASE,1.0,0.1
TEACHING INSTITUTIONS,TAPENTADOL,1.0,20.0
