BUS_TYPE,DRUG_NAME,BUYERS,TOTAL_GRAMS
PRACTITIONERS,HYDROCODONE,11897.0,89265.84999999999
PRACTITIONERS,HYDROMORPHONE,11560.0,7182.589999999999
PRACTITIONERS,LEVORPHANOL,1.0,0.29
PRACTITIONERS,LISDEXAMFETAMINE,27.0,2003.81
PRACTITIONERS,LYSERGIDE(D-LSD),1.0,0.08
PRACTITIONERS,MEPERIDINE (PETHIDINE),5699.0,49610.67999999999
PRACTITIONERS,MESCALINE,1.0,0.81
PRACTITIONERS,METHADONE,404.0,2123.13
PRACTITIONERS,METHYLPHENIDATE (DL;D;L;ISOMERS),65.0,1214.41
PRACTITIONERS,MORPHINE,10334.0,25425.010000000002
PRACTITIONERS,MORPHINE-3-ETHEREAL SULFATE,1.0,0.08
PRACTITIONERS,NORMORPHINE,1.0,0.21
PRACTITIONERS,NOROXYMORPHONE,172.0,571.6100000000001
PRACTITIONERS,OPIUM POWDERED,105.0,330.47999999999996
PRACTITIONERS,OXYCODONE,1811.0,44057.68
PRACTITIONERS,OXYMORPHONE,355.0,845.3100000000001
PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),6204.0,5343607.76
PRACTITIONERS,PHENCYCLIDINE (PCP),1.0,5.87
PRACTITIONERS,PSILOCYBIN,1.0,0.1
PRACTITIONERS,REMIFENTANIL,473.0,40.72
PRACTITIONERS,SECOBARBITAL (SCHEDULE 2),1.0,5.0
PRACTITIONERS,SUFENTANIL BASE,83.0,9.969999999999999
PRACTITIONERS,TAPENTADOL,34.0,1751.5900000000001
PRACTITIONERS,"TETRAHYDROCANNABINOL,SYNTHETIC",1.0,7.63
TEACHING INSTITUTIONS,ALFENTANIL,1.0,0.01
TEACHING INSTITUTIONS,AMPHETAMINE,4.0,8.8
TEACHING INSTITUTIONS,BUPRENORPHINE,77.0,7.5600000000000005
TEACHING INSTITUTIONS,COCAINE,2.0,1.46
TEACHING INSTITUTIONS,CODEINE,5.0,552.72
TEACHING INSTITUTIONS,D-METHAMPHETAMINE,1.0,4.02
TEACHING INSTITUTIONS,FENTANYL BASE,29.0,18.889999999999997
TEACHING INSTITUTIONS,HYDROCODONE,9.0,106.61
TEACHING INSTITUTIONS,HYDROMORPHONE,25.0,41.160000000000004
TEACHING INSTITUTIONS,MEPERIDINE (PETHIDINE),8.0,21.8
TEACHING INSTITUTIONS,METHADONE,8.0,140.33
TEACHING INSTITUTIONS,METHYLPHENIDATE (DL;D;L;ISOMERS),3.0,3.45
TEACHING INSTITUTIONS,MORPHINE,26.0,144.68
TEACHING INSTITUTIONS,OXYMORPHONE,5.0,1.86
TEACHING INSTITUTIONS,PENTOBARBITAL (SCHEDULE 2),19.0,55372.100000000006
TEACHING INSTITUTIONS,PHENCYCLIDINE (PCP),1.0,0.22
TEACHING INSTITUTIONS,REMIFENTANIL,6.0,0.32
