BUS_TYPE,DRUG_NAME,BUYERS,TOTAL_GRAMS
MID-LEVEL PRACTITIONERS,DIHYDROCODEINE,81.0,8.780000000000001
MID-LEVEL PRACTITIONERS,FENTANYL BASE,288.0,10.620000000000001
MID-LEVEL PRACTITIONERS,HYDROCODONE,893.0,3238.1699999999996
MID-LEVEL PRACTITIONERS,HYDROMORPHONE,39.0,97.55
MID-LEVEL PRACTITIONERS,MEPERIDINE (PETHIDINE),90.0,171.35000000000002
MID-LEVEL PRACTITIONERS,METHADONE,1.0,2.68
MID-LEVEL PRACTITIONERS,METHYLPHENIDATE,2.0,13.84
MID-LEVEL PRACTITIONERS,MORPHINE,570.0,406.55
MID-LEVEL PRACTITIONERS,OXYCODONE,8.0,90.94999999999999
MID-LEVEL PRACTITIONERS,OXYMORPHONE,1.0,0.01
MID-LEVEL PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),851.0,2897873.25
MID-LEVEL PRACTITIONERS,SUFENTANIL BASE,1.0,0.01
NARCOTIC TREATMENT PROGRAMS,AMPHETAMINE,1.0,2.53
NARCOTIC TREATMENT PROGRAMS,BUPRENORPHINE,185.0,6089.83
NARCOTIC TREATMENT PROGRAMS,FENTANYL BASE,6.0,0.37
NARCOTIC TREATMENT PROGRAMS,HYDROCODONE,2.0,11.77
NARCOTIC TREATMENT PROGRAMS,HYDROMORPHONE,3.0,3.8499999999999996
NARCOTIC TREATMENT PROGRAMS,MEPERIDINE (PETHIDINE),2.0,8.28
NARCOTIC TREATMENT PROGRAMS,METHADONE,1115.0,8157602.679999999
NARCOTIC TREATMENT PROGRAMS,METHYLPHENIDATE,2.0,29.4
NARCOTIC TREATMENT PROGRAMS,MORPHINE,6.0,65.37
NARCOTIC TREATMENT PROGRAMS,OXYCODONE,4.0,27.53
NARCOTIC TREATMENT PROGRAMS,REMIFENTANIL,1.0,0.04
PHARMACIES,ALFENTANIL,67.0,16.98
PHARMACIES,AMOBARBITAL (SCHEDULE 2),2.0,18.23
PHARMACIES,AMPHETAMINE,59020.0,9066870.250000002
PHARMACIES,BUPRENORPHINE,42930.0,831325.4
PHARMACIES,BUTALBITAL,39792.0,2013037.6
PHARMACIES,COCAINE,561.0,4383.360000000001
PHARMACIES,CODEINE,63035.0,16439450.319999998
PHARMACIES,D-METHAMPHETAMINE,2725.0,13191.42
PHARMACIES,DEXTROPROPOXYPHENE,2.0,720.12
PHARMACIES,DIAZEPAM,4.0,0.30000000000000004
PHARMACIES,DIFENOXIN(I.E.DIPHENOXYLIC ACID),1.0,23.02
PHARMACIES,DIHYDROCODEINE,15363.0,113932.65000000001
PHARMACIES,DIPHENOXYLATE,1.0,92.54
PHARMACIES,FENTANYL BASE,59231.0,428621.74
PHARMACIES,GAMMA HYDROXYBUTYRIC ACID(FDA APPROVED,1.0,11878641.98
PHARMACIES,HYDROCODONE,64479.0,33780483.48
PHARMACIES,HYDROMORPHONE,51563.0,919998.2700000001
PHARMACIES,LEVORPHANOL,2192.0,2433.75
PHARMACIES,LISDEXAMFETAMINE,50580.0,3008011.5500000003
PHARMACIES,LORAZEPAM,677.0,470.25000000000006
PHARMACIES,MEPERIDINE (PETHIDINE),39192.0,2271907.9399999995
PHARMACIES,METHADONE,51543.0,6001729.33
PHARMACIES,METHYLPHENIDATE,59950.0,16798684.120000005
PHARMACIES,MORPHINE,58700.0,17606152.46
PHARMACIES,NABILONE,367.0,67.47999999999999
PHARMACIES,NOROXYMORPHONE,1.0,1.51
PHARMACIES,OPIUM POWDERED,3653.0,12311.68
PHARMACIES,OXYCODONE,60909.0,45794318.63
PHARMACIES,OXYMORPHONE,31752.0,706184.08
PHARMACIES,PENTOBARBITAL (SCHEDULE 2),219.0,9689.09
PHARMACIES,PHENOBARBITAL,48.0,279.0
PHARMACIES,REMIFENTANIL,82.0,16.91
PHARMACIES,SECOBARBITAL (SCHEDULE 2),883.0,17779.15
PHARMACIES,SUFENTANIL BASE,165.0,66.72
PRACTITIONERS,"3,4-METHYLENEDIOXYAMPHETAMINE (3,4-MDA O",1.0,0.02
PRACTITIONERS,ALFENTANIL,172.0,61.35000000000001
PRACTITIONERS,AMOBARBITAL (SCHEDULE 2),1.0,0.02
PRACTITIONERS,AMPHETAMINE,163.0,3574.63
PRACTITIONERS,BUPRENORPHINE,18025.0,19748.859999999997
PRACTITIONERS,BUTALBITAL,126.0,3268.5
PRACTITIONERS,COCAINE,789.0,4095.4
PRACTITIONERS,CODEINE,5376.0,157561.77000000002
PRACTITIONERS,D-METHAMPHETAMINE,8.0,17.729999999999997
PRACTITIONERS,DEXTROPROPOXYPHENE,1.0,0.02
PRACTITIONERS,DIAZEPAM,1.0,0.75
PRACTITIONERS,DIHYDROCODEINE,2432.0,599.8900000000001
PRACTITIONERS,ECGONINE,3.0,0.04
PRACTITIONERS,ETHYLMORPHINE,2.0,0.03
PRACTITIONERS,FENTANYL BASE,13827.0,3093.22
PRACTITIONERS,GAMMA HYDROXYBUTYRIC ACID,102.0,325228.61
PRACTITIONERS,GAMMA HYDROXYBUTYRIC ACID(FDA APPROVED,73.0,135418.96
PRACTITIONERS,HYDROCODONE,28542.0,315682.13
PRACTITIONERS,HYDROMORPHONE,4716.0,9053.599999999999
PRACTITIONERS,LEVORPHANOL,1.0,0.81
PRACTITIONERS,LISDEXAMFETAMINE,51.0,4127.1
PRACTITIONERS,MEPERIDINE (PETHIDINE),7190.0,103828.79999999999
PRACTITIONERS,METHADONE,211.0,40935.049999999996
PRACTITIONERS,METHYLPHENIDATE,151.0,5543.5199999999995
PRACTITIONERS,MORPHINE,10058.0,47184.98000000001
PRACTITIONERS,OPIUM POWDERED,71.0,120.6
PRACTITIONERS,OXYCODONE,1909.0,600296.0799999996
PRACTITIONERS,OXYMORPHONE,186.0,354.66
PRACTITIONERS,PAREGORIC/OPIUM,9.0,100.34
PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),6244.0,7590872.96
PRACTITIONERS,PHENCYCLIDINE (PCP),9.0,2.5200000000000005
PRACTITIONERS,PHENDIMETRAZINE,4.0,100.03
PRACTITIONERS,REMIFENTANIL,339.0,32.87999999999999
PRACTITIONERS,SECOBARBITAL (SCHEDULE 2),4.0,27.58
PRACTITIONERS,SUFENTANIL BASE,109.0,5.409999999999999
TEACHING INSTITUTIONS,AMPHETAMINE,4.0,730.51
TEACHING INSTITUTIONS,BUPRENORPHINE,63.0,11.24
TEACHING INSTITUTIONS,BUTALBITAL,1.0,35.0
TEACHING INSTITUTIONS,COCAINE,2.0,1.78
TEACHING INSTITUTIONS,CODEINE,7.0,182.13
TEACHING INSTITUTIONS,D-METHAMPHETAMINE,3.0,5.42
TEACHING INSTITUTIONS,DIHYDROCODEINE,1.0,1.07
TEACHING INSTITUTIONS,FENTANYL BASE,23.0,18.24
TEACHING INSTITUTIONS,GAMMA HYDROXYBUTYRIC ACID,1.0,8.26
TEACHING INSTITUTIONS,HYDROCODONE,13.0,343.92
TEACHING INSTITUTIONS,HYDROMORPHONE,12.0,48.9
TEACHING INSTITUTIONS,LISDEXAMFETAMINE,2.0,90.18
TEACHING INSTITUTIONS,MEPERIDINE (PETHIDINE),10.0,45.55
TEACHING INSTITUTIONS,METHADONE,3.0,31.39
TEACHING INSTITUTIONS,METHYLPHENIDATE,4.0,420.84999999999997
TEACHING INSTITUTIONS,MORPHINE,24.0,231.48000000000002
TEACHING INSTITUTIONS,OXYCODONE,3.0,88.76
TEACHING INSTITUTIONS,OXYMORPHONE,2.0,0.8899999999999999
TEACHING INSTITUTIONS,PENTOBARBITAL (SCHEDULE 2),43.0,37791.5
TEACHING INSTITUTIONS,PHENCYCLIDINE (PCP),2.0,1.1800000000000002
TEACHING INSTITUTIONS,REMIFENTANIL,6.0,0.37999999999999995
TEACHING INSTITUTIONS,SUFENTANIL BASE,1.0,0.0
