BUS_TYPE,DRUG_NAME,BUYERS,TOTAL_GRAMS
NARCOTIC TREATMENT PROGRAMS,HYDROMORPHONE,1.0,0.89
NARCOTIC TREATMENT PROGRAMS,METHADONE,1165.0,8827030.68
NARCOTIC TREATMENT PROGRAMS,METHYLPHENIDATE,1.0,0.86
NARCOTIC TREATMENT PROGRAMS,MORPHINE,3.0,18.95
NARCOTIC TREATMENT PROGRAMS,OXYCODONE,3.0,9.41
PHARMACIES,ALFENTANIL,75.0,20.95
PHARMACIES,AMOBARBITAL (SCHEDULE 2),3.0,26.89
PHARMACIES,AMPHETAMINE,60214.0,12582410.07
PHARMACIES,BUPRENORPHINE,55070.0,1638962.14
PHARMACIES,BUTALBITAL,43196.0,2385165.5
PHARMACIES,CARFENTANIL,1.0,0.12
PHARMACIES,COCAINE,455.0,3371.1
PHARMACIES,CODEINE,63517.0,15409200.34
PHARMACIES,D-METHAMPHETAMINE,1185.0,4957.419999999999
PHARMACIES,DIHYDROCODEINE,10694.0,73729.72
PHARMACIES,DL-METHAMPHETAMINE RACEMIC BASE,1841.0,6655.84
PHARMACIES,FENTANYL BASE,59752.0,433570.17000000004
PHARMACIES,GAMMA HYDROXYBUTYRIC ACID(FDA,2012.0,1.0
PHARMACIES,HYDROCODONE,64838.0,40341048.43
PHARMACIES,HYDROMORPHONE,55458.0,1285261.42
PHARMACIES,LEVORPHANOL,292.0,540.6300000000001
PHARMACIES,LISDEXAMFETAMINE,55558.0,6774941.24
PHARMACIES,LORAZEPAM,6.0,6.5
PHARMACIES,MEPERIDINE (PETHIDINE),34389.0,1376468.46
PHARMACIES,METHADONE,52483.0,5904428.720000001
PHARMACIES,METHYLPHENIDATE,60751.0,18215678.24
PHARMACIES,MORPHINE,59441.0,20495644.73
PHARMACIES,NABILONE,270.0,53.53999999999999
PHARMACIES,NOROXYMORPHONE,2.0,2.32
PHARMACIES,OPIUM POWDERED,4123.0,14735.94
PHARMACIES,OXYCODONE,62138.0,60484220.349999994
PHARMACIES,OXYMORPHONE,39165.0,2152543.99
PHARMACIES,PENTOBARBITAL (SCHEDULE 2),136.0,10117.980000000003
PHARMACIES,REMIFENTANIL,86.0,12.520000000000001
PHARMACIES,SECOBARBITAL (SCHEDULE 2),712.0,18905.160000000003
PHARMACIES,SUFENTANIL BASE,145.0,65.30000000000001
PHARMACIES,TAPENTADOL,45233.0,5086649.18
PHARMACIES,ZOLPIDEM,119.0,2603.0999999999995
PRACTITIONERS,ALFENTANIL,305.0,74.66
PRACTITIONERS,AMPHETAMINE,131.0,4052.15
PRACTITIONERS,BUPRENORPHINE,16643.0,4894.079999999999
PRACTITIONERS,BUTALBITAL,52.0,1511.5
PRACTITIONERS,CARFENTANIL,1.0,0.06
PRACTITIONERS,COCAINE,789.0,3572.01
PRACTITIONERS,CODEINE,3591.0,99812.19000000002
PRACTITIONERS,D-METHAMPHETAMINE,2.0,8.04
PRACTITIONERS,DIHYDROCODEINE,4610.0,2566.4399999999996
PRACTITIONERS,FENTANYL BASE,14745.0,2478.5000000000005
PRACTITIONERS,HYDROCODONE,35756.0,321956.0599999999
PRACTITIONERS,HYDROMORPHONE,7905.0,7830.92
PRACTITIONERS,LEVORPHANOL,1.0,0.06
PRACTITIONERS,LISDEXAMFETAMINE,110.0,2839.5999999999995
PRACTITIONERS,MEPERIDINE (PETHIDINE),6421.0,76892.47
PRACTITIONERS,METHADONE,198.0,7909.2
PRACTITIONERS,METHYLPHENIDATE,133.0,6730.0599999999995
PRACTITIONERS,MORPHINE,10674.0,59045.999999999985
PRACTITIONERS,NORCOCAINE,1.0,0.03
PRACTITIONERS,NOROXYMORPHONE,177.0,525.37
PRACTITIONERS,OPIUM,1.0,2.0
PRACTITIONERS,OPIUM POWDERED,96.0,222.12000000000003
PRACTITIONERS,OXYCODONE,2185.0,154961.55
PRACTITIONERS,OXYMORPHONE,325.0,3700.73
PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),5951.0,6688786.82
PRACTITIONERS,PHENCYCLIDINE (PCP),2.0,0.91
PRACTITIONERS,PHENDIMETRAZINE,23.0,696.52
PRACTITIONERS,REMIFENTANIL,371.0,31.880000000000003
PRACTITIONERS,SUFENTANIL BASE,120.0,12.01
PRACTITIONERS,TAPENTADOL,97.0,4440.0
TEACHING INSTITUTIONS,AMPHETAMINE,2.0,268.5
TEACHING INSTITUTIONS,BUPRENORPHINE,84.0,10.059999999999999
TEACHING INSTITUTIONS,COCAINE,1.0,0.89
TEACHING INSTITUTIONS,CODEINE,7.0,283.13
TEACHING INSTITUTIONS,D-METHAMPHETAMINE,5.0,5.42
TEACHING INSTITUTIONS,FENTANYL BASE,25.0,19.38
TEACHING INSTITUTIONS,HYDROCODONE,17.0,164.17000000000002
TEACHING INSTITUTIONS,HYDROMORPHONE,16.0,43.980000000000004
TEACHING INSTITUTIONS,LISDEXAMFETAMINE,1.0,125.45
TEACHING INSTITUTIONS,MEPERIDINE (PETHIDINE),7.0,26.16
TEACHING INSTITUTIONS,METHADONE,4.0,100.72
TEACHING INSTITUTIONS,METHYLPHENIDATE,1.0,185.56
TEACHING INSTITUTIONS,MORPHINE,23.0,176.5
TEACHING INSTITUTIONS,OXYCODONE,1.0,8.25
TEACHING INSTITUTIONS,OXYMORPHONE,5.0,2.0300000000000002
TEACHING INSTITUTIONS,PENTOBARBITAL (SCHEDULE 2),19.0,73806.98999999998
TEACHING INSTITUTIONS,PHENCYCLIDINE (PCP),1.0,0.22
TEACHING INSTITUTIONS,REMIFENTANIL,6.0,0.2
TEACHING INSTITUTIONS,TAPENTADOL,1.0,35.0
