BUS_TYPE,DRUG_NAME,BUYERS,TOTAL_GRAMS
NARCOTIC TREATMENT PROGRAMS,MEPERIDINE (PETHIDINE),1.0,2.17
NARCOTIC TREATMENT PROGRAMS,METHADONE,1101.0,7638455.01
NARCOTIC TREATMENT PROGRAMS,METHYLPHENIDATE,1.0,2.76
NARCOTIC TREATMENT PROGRAMS,MORPHINE,2.0,103.24
NARCOTIC TREATMENT PROGRAMS,NALOXONE,143.0,874.86
NARCOTIC TREATMENT PROGRAMS,OXYCODONE,1.0,75.29
PHARMACIES,ALFENTANIL,62.0,14.869999999999997
PHARMACIES,AMOBARBITAL (SCHEDULE 2),7.0,72.85
PHARMACIES,AMPHETAMINE,58164.0,8617860.690000001
PHARMACIES,BUPRENORPHINE,35937.0,476843.4099999999
PHARMACIES,BUTALBITAL,44106.0,2690309.75
PHARMACIES,COCAINE,538.0,3619.07
PHARMACIES,CODEINE,61878.0,17083733.98
PHARMACIES,D-METHAMPHETAMINE,2776.0,14111.99
PHARMACIES,DEXTROPROPOXYPHENE,3.0,1530.25
PHARMACIES,DIHYDROCODEINE,15905.0,137935.26000000004
PHARMACIES,DRONABINOL IN SESAME OIL,3.0,4.2
PHARMACIES,FENTANYL BASE,58292.0,410338.3599999999
PHARMACIES,GAMMA HYDROXYBUTYRIC ACID,3.0,11564711.65
PHARMACIES,GAMMA HYDROXYBUTYRIC ACID(FDA APPROVED,1.0,4746.5
PHARMACIES,HYDROCODONE,63017.0,34074711.370000005
PHARMACIES,HYDROMORPHONE,49483.0,799223.5
PHARMACIES,LEVORPHANOL,2195.0,2799.91
PHARMACIES,LISDEXAMFETAMINE,40191.0,827530.6699999999
PHARMACIES,MEPERIDINE (PETHIDINE),39976.0,2501173.4899999998
PHARMACIES,METHADONE,50836.0,6566487.339999999
PHARMACIES,METHYLPHENIDATE,59175.0,17149186.139999997
PHARMACIES,MORPHINE,57595.0,16104845.600000001
PHARMACIES,NABILONE,347.0,100.67999999999999
PHARMACIES,NALOXONE,32055.0,107754.35999999999
PHARMACIES,OPIUM POWDERED,4708.0,15682.68
PHARMACIES,OXYCODONE,60043.0,42764138.84
PHARMACIES,OXYMORPHONE,25725.0,388065.96
PHARMACIES,PENTOBARBITAL (SCHEDULE 2),215.0,8658.389999999998
PHARMACIES,REMIFENTANIL,54.0,13.040000000000003
PHARMACIES,SECOBARBITAL (SCHEDULE 2),1223.0,30794.04
PHARMACIES,SUFENTANIL BASE,82.0,59.01
PRACTITIONERS,ALFENTANIL,153.0,49.65999999999999
PRACTITIONERS,AMOBARBITAL (SCHEDULE 2),2.0,0.18
PRACTITIONERS,AMPHETAMINE,154.0,1432.9299999999998
PRACTITIONERS,BUPRENORPHINE,5217.0,9184.809999999998
PRACTITIONERS,BUTALBITAL,124.0,2961.0
PRACTITIONERS,COCAINE,834.0,4766.57
PRACTITIONERS,CODEINE,6207.0,165960.87999999998
PRACTITIONERS,D-METHAMPHETAMINE,6.0,20.619999999999997
PRACTITIONERS,DIHYDROCODEINE,1382.0,3407.48
PRACTITIONERS,FENTANYL BASE,9330.0,2119.15
PRACTITIONERS,GAMMA HYDROXYBUTYRIC ACID,42.0,32507.479999999996
PRACTITIONERS,GAMMA HYDROXYBUTYRIC ACID(FDA APPROVED,24.0,11475.0
PRACTITIONERS,HYDROCODONE,41107.0,348975.1
PRACTITIONERS,HYDROMORPHONE,7360.0,4978.599999999999
PRACTITIONERS,LISDEXAMFETAMINE,3.0,21.25
PRACTITIONERS,MEPERIDINE (PETHIDINE),7069.0,111072.51999999997
PRACTITIONERS,METHADONE,125.0,53992.16999999999
PRACTITIONERS,METHYLPHENIDATE,130.0,3530.5
PRACTITIONERS,MORPHINE,9417.0,36253.990000000005
PRACTITIONERS,NABILONE,5.0,25.9
PRACTITIONERS,NALOXONE,935.0,1967.92
PRACTITIONERS,OPIUM POWDERED,77.0,5237471.57
PRACTITIONERS,OXYCODONE,1723.0,231795.07
PRACTITIONERS,OXYMORPHONE,145.0,55.64999999999999
PRACTITIONERS,PAREGORIC/OPIUM,13.0,135.96
PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),6148.0,7489323.61
PRACTITIONERS,PHENCYCLIDINE (PCP),3.0,0.5
PRACTITIONERS,REMIFENTANIL,187.0,17.080000000000002
PRACTITIONERS,SECOBARBITAL (SCHEDULE 2),6.0,118.99000000000002
PRACTITIONERS,SUFENTANIL BASE,2.0,2.1799999999999997
TEACHING INSTITUTIONS,AMOBARBITAL (SCHEDULE 2),1.0,0.18
TEACHING INSTITUTIONS,AMPHETAMINE,3.0,251.03
TEACHING INSTITUTIONS,BUPRENORPHINE,16.0,6.160000000000001
TEACHING INSTITUTIONS,BUTALBITAL,1.0,5.0
TEACHING INSTITUTIONS,COCAINE,4.0,7.13
TEACHING INSTITUTIONS,CODEINE,6.0,84.61
TEACHING INSTITUTIONS,D-METHAMPHETAMINE,1.0,4.01
TEACHING INSTITUTIONS,FENTANYL BASE,18.0,19.61
TEACHING INSTITUTIONS,HYDROCODONE,9.0,141.47
TEACHING INSTITUTIONS,HYDROMORPHONE,9.0,52.36999999999999
TEACHING INSTITUTIONS,LISDEXAMFETAMINE,1.0,5.78
TEACHING INSTITUTIONS,MEPERIDINE (PETHIDINE),10.0,34.34
TEACHING INSTITUTIONS,METHADONE,4.0,85.17999999999999
TEACHING INSTITUTIONS,METHYLPHENIDATE,2.0,93.58
TEACHING INSTITUTIONS,MORPHINE,17.0,181.14
TEACHING INSTITUTIONS,OXYCODONE,3.0,8.620000000000001
TEACHING INSTITUTIONS,OXYMORPHONE,2.0,0.75
TEACHING INSTITUTIONS,PENTOBARBITAL (SCHEDULE 2),44.0,35079.05
TEACHING INSTITUTIONS,PHENCYCLIDINE (PCP),2.0,2.46
TEACHING INSTITUTIONS,REMIFENTANIL,3.0,0.09
