BUS_TYPE,DRUG_NAME,BUYERS,TOTAL_GRAMS
PHARMACIES,SUFENTANIL,271.0,10.969999999999999
PRACTITIONERS,ALFENTANIL,281.0,56.410000000000004
PRACTITIONERS,AMOBARBITAL (SCHEDULE 2),4.0,27.779999999999998
PRACTITIONERS,BUTALBITAL,290.0,5831.5
PRACTITIONERS,CARFENTANIL,50.0,5.34
PRACTITIONERS,COCAINE,687.0,2028.96
PRACTITIONERS,CODEINE,7510.0,162841.83000000002
PRACTITIONERS,D-AMPHETAMINE BASE,514.0,4025.8299999999995
PRACTITIONERS,D-METHAMPHETAMINE,12.0,24.7
PRACTITIONERS,DIHYDROCODEINE,12272.0,36250.11
PRACTITIONERS,DL-AMPHETAMINE BASE,424.0,3379.71
PRACTITIONERS,ECGONINE,4.0,0.37
PRACTITIONERS,ETHYLMORPHINE,2.0,0.05
PRACTITIONERS,FENTANYL BASE,7932.0,762.9499999999999
PRACTITIONERS,HYDROCODONE,96604.0,205558.07999999996
PRACTITIONERS,HYDROMORPHONE,647.0,816.3499999999999
PRACTITIONERS,LEVORPHANOL,1.0,0.11
PRACTITIONERS,MEPERIDINE (PETHIDINE),6489.0,94577.53999999998
PRACTITIONERS,METHADONE,24.0,6260.180000000002
PRACTITIONERS,METHYLPHENIDATE,97.0,1863.8
PRACTITIONERS,MORPHINE,4825.0,11772.48
PRACTITIONERS,NALTREXONE,1.0,7.82
PRACTITIONERS,NORCODEINE,1.0,0.0
PRACTITIONERS,OPIUM POWDERED,66.0,94.92
PRACTITIONERS,OXYCODONE,1124.0,11606.300000000001
PRACTITIONERS,OXYMORPHONE,819.0,5818.3
PRACTITIONERS,PAREGORIC/OPIUM,106.0,771.66
PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),5562.0,5192958.029999999
PRACTITIONERS,PHENCYCLIDINE (PCP),1.0,0.02
PRACTITIONERS,REMIFENTANIL,141.0,7.18
PRACTITIONERS,SECOBARBITAL (SCHEDULE 2),30.0,485.08000000000004
PRACTITIONERS,SUFENTANIL,204.0,0.21999999999999997
TEACHING INSTITUTIONS,ALFENTANIL,1.0,0.0
TEACHING INSTITUTIONS,AMOBARBITAL (SCHEDULE 2),1.0,0.1
TEACHING INSTITUTIONS,BUTALBITAL,2.0,35.0
TEACHING INSTITUTIONS,COCAINE,10.0,16.9
TEACHING INSTITUTIONS,CODEINE,13.0,777.46
TEACHING INSTITUTIONS,D-AMPHETAMINE BASE,10.0,431.27
TEACHING INSTITUTIONS,D-METHAMPHETAMINE,7.0,16.6
TEACHING INSTITUTIONS,DL-AMPHETAMINE BASE,5.0,299.49
TEACHING INSTITUTIONS,ECGONINE,4.0,0.01
TEACHING INSTITUTIONS,FENTANYL BASE,17.0,33.57000000000001
TEACHING INSTITUTIONS,HYDROCODONE,10.0,280.33
TEACHING INSTITUTIONS,HYDROMORPHONE,3.0,165.72
TEACHING INSTITUTIONS,MEPERIDINE (PETHIDINE),10.0,165.57
TEACHING INSTITUTIONS,METHADONE,2.0,632.12
TEACHING INSTITUTIONS,METHYLPHENIDATE,5.0,539.4
TEACHING INSTITUTIONS,MORPHINE,18.0,1495.8999999999999
TEACHING INSTITUTIONS,OXYCODONE,6.0,1551.1299999999999
TEACHING INSTITUTIONS,OXYMORPHONE,1.0,0.53
TEACHING INSTITUTIONS,PENTOBARBITAL (SCHEDULE 2),45.0,20687.19
TEACHING INSTITUTIONS,PHENCYCLIDINE (PCP),2.0,0.63
TEACHING INSTITUTIONS,REMIFENTANIL,1.0,0.05
TEACHING INSTITUTIONS,SUFENTANIL,1.0,0.0
