BUS_TYPE,DRUG_NAME,BUYERS,TOTAL_GRAMS
MID-LEVEL PRACTITIONERS,AMPHETAMINE,2.0,65.7
MID-LEVEL PRACTITIONERS,BUPRENORPHINE,26.0,4.71
MID-LEVEL PRACTITIONERS,BUTALBITAL,8.0,189.5
MID-LEVEL PRACTITIONERS,CODEINE,73.0,1506.5700000000002
MID-LEVEL PRACTITIONERS,DIHYDROCODEINE,264.0,114.25999999999999
MID-LEVEL PRACTITIONERS,FENTANYL BASE,533.0,20.130000000000003
MID-LEVEL PRACTITIONERS,HYDROCODONE,2959.0,9061.26
MID-LEVEL PRACTITIONERS,HYDROMORPHONE,98.0,87.78999999999999
MID-LEVEL PRACTITIONERS,LISDEXAMFETAMINE,1.0,2.19
MID-LEVEL PRACTITIONERS,MEPERIDINE (PETHIDINE),84.0,353.42
MID-LEVEL PRACTITIONERS,METHADONE,5.0,419.92
MID-LEVEL PRACTITIONERS,METHYLPHENIDATE,3.0,4.32
MID-LEVEL PRACTITIONERS,MORPHINE,662.0,1743.65
MID-LEVEL PRACTITIONERS,NOROXYMORPHONE,1.0,0.0
MID-LEVEL PRACTITIONERS,OXYCODONE,12.0,1831.41
MID-LEVEL PRACTITIONERS,OXYMORPHONE,5.0,58.720000000000006
MID-LEVEL PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),882.0,2028319.75
MID-LEVEL PRACTITIONERS,REMIFENTANIL,1.0,0.01
MID-LEVEL PRACTITIONERS,SUFENTANIL BASE,1.0,0.01
MID-LEVEL PRACTITIONERS,TAPENTADOL,1.0,90.0
NARCOTIC TREATMENT PROGRAMS,BUPRENORPHINE,285.0,11613.92
NARCOTIC TREATMENT PROGRAMS,COCAINE,1.0,0.86
NARCOTIC TREATMENT PROGRAMS,FENTANYL BASE,1.0,0.05
NARCOTIC TREATMENT PROGRAMS,HYDROMORPHONE,1.0,0.02
NARCOTIC TREATMENT PROGRAMS,METHADONE,1234.0,9094401.600000001
NARCOTIC TREATMENT PROGRAMS,MORPHINE,2.0,7.51
NARCOTIC TREATMENT PROGRAMS,OXYCODONE,3.0,1.8
PHARMACIES,ALFENTANIL,78.0,23.29
PHARMACIES,AMOBARBITAL (SCHEDULE 2),2.0,23.240000000000002
PHARMACIES,AMPHETAMINE,60995.0,14114349.829999998
PHARMACIES,BUPRENORPHINE,55377.0,1930865.6700000002
PHARMACIES,BUTALBITAL,42315.0,2190231.1
PHARMACIES,COCAINE,427.0,3493.369999999999
PHARMACIES,CODEINE,64182.0,14182345.379999999
PHARMACIES,D-METHAMPHETAMINE,771.0,3636.59
PHARMACIES,DIHYDROCODEINE,8183.0,52643.34999999999
PHARMACIES,DL-METHAMPHETAMINE RACEMIC BASE,2218.0,8472.99
PHARMACIES,ETORPHINE,1.0,5.0
PHARMACIES,FENTANYL BASE,60329.0,431198.55
PHARMACIES,GAMMA HYDROXYBUTYRIC ACID(FDA APPROVED 2012,17723212.99,1.0
PHARMACIES,HYDROCODONE,65621.0,39786938.72
PHARMACIES,HYDROMORPHONE,56721.0,1511961.5599999998
PHARMACIES,LEVORPHANOL,1492.0,1193.46
PHARMACIES,LISDEXAMFETAMINE,56870.0,7763208.18
PHARMACIES,MEPERIDINE (PETHIDINE),32155.0,1155527.12
PHARMACIES,METHADONE,52701.0,5545943.17
PHARMACIES,"METHYLONE (3,4-METHYLENEDIOXY-N-METHYLC",1.0,0.0
PHARMACIES,METHYLPHENIDATE,61510.0,18707772.66
PHARMACIES,MORPHINE,60219.0,21157437.959999997
PHARMACIES,NABILONE,184.0,46.85000000000001
PHARMACIES,OPIUM POWDERED,3842.0,13397.560000000001
PHARMACIES,OXYCODONE,62795.0,58204349.33
PHARMACIES,OXYMORPHONE,38506.0,1602165.3399999999
PHARMACIES,PENTOBARBITAL (SCHEDULE 2),89.0,7791.569999999999
PHARMACIES,REMIFENTANIL,85.0,14.52
PHARMACIES,SECOBARBITAL (SCHEDULE 2),562.0,14300.22
PHARMACIES,SUFENTANIL BASE,130.0,74.82
PHARMACIES,TAPENTADOL,46242.0,6453264.5
PRACTITIONERS,"5-METHOXY-N,N-DIISOPROPYLTRYPTAMINE(5-M",1.0,0.01
PRACTITIONERS,ALFENTANIL,322.0,76.15
PRACTITIONERS,AMOBARBITAL (SCHEDULE 2),1.0,50.0
PRACTITIONERS,AMPHETAMINE,102.0,2350.1100000000006
PRACTITIONERS,BUPRENORPHINE,18397.0,5158.680000000001
PRACTITIONERS,BUTALBITAL,41.0,1612.0
PRACTITIONERS,CARFENTANIL,1.0,0.27
PRACTITIONERS,COCAINE,855.0,3688.0900000000006
PRACTITIONERS,CODEINE,3240.0,92160.06000000001
PRACTITIONERS,CONCENTRATE OF POPPY STRAW,8.0,0.97
PRACTITIONERS,D-METHAMPHETAMINE,4.0,12.139999999999999
PRACTITIONERS,DIHYDROCODEINE,1797.0,943.2899999999998
PRACTITIONERS,FENTANYL BASE,14674.0,2726.83
PRACTITIONERS,HYDROCODONE,37385.0,323449.36000000004
PRACTITIONERS,HYDROMORPHONE,8722.0,7394.629999999999
PRACTITIONERS,LEVORPHANOL,1.0,0.01
PRACTITIONERS,LISDEXAMFETAMINE,201.0,6369.160000000001
PRACTITIONERS,MEPERIDINE (PETHIDINE),6012.0,73111.14999999998
PRACTITIONERS,METHADONE,210.0,4433.64
PRACTITIONERS,"METHYLONE (3,4-METHYLENEDIOXY-N-METHYLC",2.0,0.06
PRACTITIONERS,METHYLPHENIDATE,171.0,4404.84
PRACTITIONERS,MORPHINE,10378.0,52915.56
PRACTITIONERS,NOROXYMORPHONE,4.0,0.01
PRACTITIONERS,OPIUM POWDERED,80.0,218.52000000000004
PRACTITIONERS,OXYCODONE,2101.0,105550.88999999998
PRACTITIONERS,OXYMORPHONE,381.0,2336.1699999999996
PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),6204.0,5651875.979999999
PRACTITIONERS,PHENCYCLIDINE (PCP),1.0,0.22
PRACTITIONERS,PHENDIMETRAZINE,1.0,17.65
PRACTITIONERS,PSILOCIN,1.0,0.01
PRACTITIONERS,REMIFENTANIL,422.0,38.31
PRACTITIONERS,SECOBARBITAL (SCHEDULE 2),2.0,0.19
PRACTITIONERS,SUFENTANIL BASE,110.0,8.72
PRACTITIONERS,TAPENTADOL,77.0,4229.22
PRACTITIONERS,"TETRAHYDROCANNABINOL,SYNTHETIC",1.0,1.0
TEACHING INSTITUTIONS,"5-METHOXY-N,N-DIISOPROPYLTRYPTAMINE(5-M",1.0,0.01
TEACHING INSTITUTIONS,AMPHETAMINE,3.0,218.12999999999997
TEACHING INSTITUTIONS,BUPRENORPHINE,78.0,20.009999999999998
TEACHING INSTITUTIONS,COCAINE,4.0,11.600000000000001
TEACHING INSTITUTIONS,CODEINE,9.0,279.98
TEACHING INSTITUTIONS,D-METHAMPHETAMINE,1.0,0.08
TEACHING INSTITUTIONS,FENTANYL BASE,27.0,16.42
TEACHING INSTITUTIONS,HYDROCODONE,15.0,111.36
TEACHING INSTITUTIONS,HYDROMORPHONE,19.0,56.83
TEACHING INSTITUTIONS,LISDEXAMFETAMINE,1.0,127.18
TEACHING INSTITUTIONS,MEPERIDINE (PETHIDINE),7.0,35.96
TEACHING INSTITUTIONS,MEPHEDRONE; 4-METHOXYMETHCATHINONE;ME,1.0,0.02
TEACHING INSTITUTIONS,METHADONE,4.0,113.23
TEACHING INSTITUTIONS,METHYLPHENIDATE,3.0,188.59
TEACHING INSTITUTIONS,MORPHINE,19.0,187.63
TEACHING INSTITUTIONS,OXYCODONE,2.0,4.48
TEACHING INSTITUTIONS,OXYMORPHONE,5.0,2.36
TEACHING INSTITUTIONS,PENTOBARBITAL (SCHEDULE 2),28.0,36380.35999999999
TEACHING INSTITUTIONS,PHENCYCLIDINE (PCP),2.0,0.04
TEACHING INSTITUTIONS,REMIFENTANIL,8.0,0.26
TEACHING INSTITUTIONS,TAPENTADOL,1.0,30.0
